step,lang_loss,tri_loss,sub_loss,lr,entropy,dead_bits,elapsed_s
4501,1.7234,0.0000,0.000000,0.000295,0.9757,0,772
4551,1.7177,0.0000,0.000000,0.000295,0.9732,0,781
4601,1.8403,0.0000,0.000000,0.000295,0.9744,0,790
4651,1.7152,0.0000,0.000000,0.000295,0.9737,0,798
4701,1.7358,0.0000,0.000000,0.000295,0.9758,0,807
4751,1.7212,0.0000,0.000000,0.000295,0.9733,0,815
4801,1.7294,0.0000,0.000000,0.000294,0.9747,0,824
4851,1.7161,0.0000,0.000000,0.000294,0.9768,0,832
4901,1.7247,0.0000,0.000000,0.000294,0.9747,0,841
4951,1.7113,0.0000,0.000000,0.000294,0.9747,0,850
5001,1.7327,0.0000,0.000000,0.000294,0.9771,0,858
5051,1.6874,0.0000,0.000000,0.000294,0.9760,0,867
5101,1.6905,0.0000,0.000000,0.000294,0.9747,0,875
5151,1.7010,0.0000,0.000000,0.000294,0.9766,0,884
5201,1.7013,0.0000,0.000000,0.000293,0.9729,0,893
5251,1.7237,0.0000,0.000000,0.000293,0.9730,0,901
5301,1.6827,0.0000,0.000000,0.000293,0.9749,0,910
5351,1.6565,0.0000,0.000000,0.000293,0.9769,0,918
5401,1.6876,0.0000,0.000000,0.000293,0.9760,0,927
5451,1.6883,0.0000,0.000000,0.000293,0.9746,0,935
5501,1.7123,0.0000,0.000000,0.000293,0.9759,0,944
5551,1.6805,0.0000,0.000000,0.000292,0.9737,0,953
5601,1.6775,0.0000,0.000000,0.000292,0.9723,0,961
5651,1.6225,0.0000,0.000000,0.000292,0.9776,0,970
5701,1.6933,0.0000,0.000000,0.000292,0.9767,0,978
5751,1.5897,0.0000,0.000000,0.000292,0.9775,0,987
5801,1.6815,0.0000,0.000000,0.000292,0.9763,0,995
5851,1.6448,0.0000,0.000000,0.000291,0.9750,0,1004
5901,1.6844,0.0000,0.000000,0.000291,0.9793,0,1013
5951,1.6873,0.0000,0.000000,0.000291,0.9773,0,1021
6001,1.6152,0.0000,0.000000,0.000291,0.9771,0,1030
6051,1.6476,0.0000,0.000000,0.000291,0.9774,0,1038
6101,1.6877,0.0000,0.000000,0.000291,0.9731,0,1047
6151,1.6830,0.0000,0.000000,0.000290,0.9787,0,1055
6201,1.5858,0.0000,0.000000,0.000290,0.9784,0,1064
6251,1.5668,0.0000,0.000000,0.000290,0.9758,0,1073
6301,1.5972,0.0000,0.000000,0.000290,0.9765,0,1081
6351,1.5949,0.0000,0.000000,0.000290,0.9770,0,1090
6401,1.6182,0.0000,0.000000,0.000290,0.9734,0,1098
6451,1.6131,0.0000,0.000000,0.000289,0.9794,0,1107
6501,1.6159,0.0000,0.000000,0.000289,0.9750,0,1115
6551,1.5856,0.0000,0.000000,0.000289,0.9792,0,1124
6601,1.6221,0.0000,0.000000,0.000289,0.9770,0,1133
6651,1.6604,0.0000,0.000000,0.000289,0.9758,0,1141
6701,1.6136,0.0000,0.000000,0.000289,0.9805,0,1150
6751,1.5808,0.0000,0.000000,0.000288,0.9786,0,1158
6801,1.6106,0.0000,0.000000,0.000288,0.9777,0,1167
6851,1.5586,0.0000,0.000000,0.000288,0.9796,0,1175
6901,1.5758,0.0000,0.000000,0.000288,0.9791,0,1184
6951,1.6058,0.0000,0.000000,0.000288,0.9760,0,1193
7001,1.5030,0.0000,0.000000,0.000287,0.9785,0,1201
7051,1.5600,0.0000,0.000000,0.000287,0.9775,0,1210
7101,1.5539,0.0000,0.000000,0.000287,0.9780,0,1218
7151,1.5027,0.0000,0.000000,0.000287,0.9771,0,1227
7201,1.5603,0.0000,0.000000,0.000287,0.9778,0,1235
7251,1.5772,0.0000,0.000000,0.000286,0.9795,0,1244
7301,1.5027,0.0000,0.000000,0.000286,0.9752,0,1253
7351,1.5694,0.0000,0.000000,0.000286,0.9782,0,1261
7401,1.5423,0.0000,0.000000,0.000286,0.9789,0,1270
7451,1.5388,0.0000,0.000000,0.000286,0.9779,0,1278
7501,1.5537,0.0000,0.000000,0.000285,0.9798,0,1287
7551,1.5724,0.0000,0.000000,0.000285,0.9767,0,1295
7601,1.5466,0.0000,0.000000,0.000285,0.9789,0,1304
7651,1.5166,0.0000,0.000000,0.000285,0.9776,0,1313
7701,1.4930,0.0000,0.000000,0.000285,0.9801,0,1321
7751,1.5275,0.0000,0.000000,0.000284,0.9800,0,1330
7801,1.5477,0.0000,0.000000,0.000284,0.9801,0,1338
7851,1.5531,0.0000,0.000000,0.000284,0.9790,0,1347
7901,1.5224,0.0000,0.000000,0.000284,0.9769,0,1355
7951,1.5434,0.0000,0.000000,0.000284,0.9780,0,1364
8001,1.4757,0.0000,0.000000,0.000283,0.9766,0,1373
8051,1.4778,0.0000,0.000000,0.000283,0.9776,0,1381
8101,1.5006,0.0000,0.000000,0.000283,0.9790,0,1390
8151,1.4806,0.0000,0.000000,0.000283,0.9818,0,1398
8201,1.4987,0.0000,0.000000,0.000282,0.9775,0,1407
8251,1.4315,0.0000,0.000000,0.000282,0.9787,0,1415
8301,1.4699,0.0000,0.000000,0.000282,0.9809,0,1424
8351,1.5461,0.0000,0.000000,0.000282,0.9787,0,1433
8401,1.4798,0.0000,0.000000,0.000282,0.9772,0,1441
8451,1.5865,0.0000,0.000000,0.000281,0.9780,0,1450
8501,1.4620,0.0000,0.000000,0.000281,0.9803,0,1458
8551,1.4644,0.0000,0.000000,0.000281,0.9789,0,1467
8601,1.4687,0.0000,0.000000,0.000281,0.9792,0,1475
8651,1.4415,0.0000,0.000000,0.000280,0.9796,0,1484
8701,1.4257,0.0000,0.000000,0.000280,0.9801,0,1493
8751,1.4356,0.0000,0.000000,0.000280,0.9791,0,1501
8801,1.4872,0.0000,0.000000,0.000280,0.9793,0,1510
8851,1.4736,0.0000,0.000000,0.000279,0.9802,0,1518
8901,1.4752,0.0000,0.000000,0.000279,0.9781,0,1527
8951,1.5340,0.0000,0.000000,0.000279,0.9796,0,1535
9001,1.4481,0.0000,0.000000,0.000279,0.9806,0,1544
9051,1.4573,0.0000,0.000000,0.000278,0.9789,0,1553
9101,1.4240,0.0000,0.000000,0.000278,0.9814,0,1561
9151,1.3860,0.0000,0.000000,0.000278,0.9818,0,1570
9201,1.4600,0.0000,0.000000,0.000278,0.9813,0,1578
9251,1.5074,0.0000,0.000000,0.000277,0.9754,0,1587
9301,1.4705,0.0000,0.000000,0.000277,0.9778,0,1595
9351,1.4335,0.0000,0.000000,0.000277,0.9786,0,1604
9401,1.4113,0.0000,0.000000,0.000277,0.9802,0,1613
9451,1.4815,0.0000,0.000000,0.000276,0.9802,0,1621
9501,1.4668,0.0000,0.000000,0.000276,0.9793,0,1630
9551,1.4120,0.0000,0.000000,0.000276,0.9797,0,1638
9601,1.4507,0.0000,0.000000,0.000276,0.9767,0,1647
9651,1.3873,0.0000,0.000000,0.000275,0.9824,0,1655
9701,1.3678,0.0000,0.000000,0.000275,0.9791,0,1664
9751,1.3976,0.0000,0.000000,0.000275,0.9812,0,1673
9801,1.4541,0.0000,0.000000,0.000275,0.9794,0,1681
9851,1.4594,0.0000,0.000000,0.000274,0.9805,0,1690
9901,1.4265,0.0000,0.000000,0.000274,0.9802,0,1698
9951,1.4655,0.0000,0.000000,0.000274,0.9791,0,1707
10001,1.4230,0.0000,0.000000,0.000274,0.9816,0,1715
10051,1.4638,0.0000,0.000000,0.000273,0.9779,0,1724
10101,1.4140,0.0000,0.000000,0.000273,0.9815,0,1733
10151,1.4486,0.0000,0.000000,0.000273,0.9796,0,1741
10201,1.4189,0.0000,0.000000,0.000272,0.9814,0,1750
10251,1.4780,0.0000,0.000000,0.000272,0.9801,0,1758
10301,1.4206,0.0000,0.000000,0.000272,0.9800,0,1767
10351,1.3819,0.0000,0.000000,0.000272,0.9784,0,1775
10401,1.3972,0.0000,0.000000,0.000271,0.9808,0,1784
10451,1.4015,0.0000,0.000000,0.000271,0.9778,0,1793
10501,1.3843,0.0000,0.000000,0.000271,0.9806,0,1801
10551,1.3740,0.0000,0.000000,0.000271,0.9800,0,1810
10601,1.4397,0.0000,0.000000,0.000270,0.9796,0,1818
10651,1.4276,0.0000,0.000000,0.000270,0.9789,0,1827
10701,1.4237,0.0000,0.000000,0.000270,0.9804,0,1835
10751,1.4262,0.0000,0.000000,0.000269,0.9789,0,1844
10801,1.3973,0.0000,0.000000,0.000269,0.9815,0,1853
10851,1.3659,0.0000,0.000000,0.000269,0.9812,0,1861
10901,1.4590,0.0000,0.000000,0.000268,0.9782,0,1870
10951,1.4152,0.0000,0.000000,0.000268,0.9798,0,1878
11001,1.3878,0.0000,0.000000,0.000268,0.9786,0,1887
11051,1.3047,0.0000,0.000000,0.000268,0.9802,0,1895
11101,1.4668,0.0000,0.000000,0.000267,0.9804,0,1904
11151,1.3670,0.0000,0.000000,0.000267,0.9804,0,1913
11201,1.4130,0.0000,0.000000,0.000267,0.9796,0,1921
11251,1.3477,0.0000,0.000000,0.000266,0.9792,0,1930
11301,1.3553,0.0000,0.000000,0.000266,0.9812,0,1938
11351,1.3242,0.0000,0.000000,0.000266,0.9797,0,1947
11401,1.3835,0.0000,0.000000,0.000266,0.9794,0,1956
11451,1.3683,0.0000,0.000000,0.000265,0.9805,0,1964
11501,1.3505,0.0000,0.000000,0.000265,0.9814,0,1973
11551,1.3730,0.0000,0.000000,0.000265,0.9801,0,1981
11601,1.4033,0.0000,0.000000,0.000264,0.9810,0,1990
11651,1.3966,0.0000,0.000000,0.000264,0.9782,0,1998
11701,1.3733,0.0000,0.000000,0.000264,0.9797,0,2007
11751,1.3629,0.0000,0.000000,0.000263,0.9805,0,2016
11801,1.3606,0.0000,0.000000,0.000263,0.9821,0,2024
11851,1.3641,0.0000,0.000000,0.000263,0.9781,0,2033
11901,1.3426,0.0000,0.000000,0.000262,0.9809,0,2041
11951,1.3227,0.0000,0.000000,0.000262,0.9809,0,2050
12001,1.2736,0.0000,0.000000,0.000262,0.9819,0,2058
12051,1.3537,0.0000,0.000000,0.000261,0.9789,0,2067
12101,1.3429,0.0000,0.000000,0.000261,0.9776,0,2076
12151,1.3121,0.0000,0.000000,0.000261,0.9824,0,2084
12201,1.3784,0.0000,0.000000,0.000261,0.9793,0,2093
12251,1.4355,0.0000,0.000000,0.000260,0.9826,0,2101
12301,1.3510,0.0000,0.000000,0.000260,0.9809,0,2110
12351,1.3290,0.0000,0.000000,0.000260,0.9814,0,2118
12401,1.3192,0.0000,0.000000,0.000259,0.9792,0,2127
12451,1.3872,0.0000,0.000000,0.000259,0.9801,0,2136
12501,1.3275,0.0000,0.000000,0.000259,0.9823,0,2144
12551,1.3010,0.0000,0.000000,0.000258,0.9787,0,2153
12601,1.3021,0.0000,0.000000,0.000258,0.9799,0,2161
12651,1.3665,0.0000,0.000000,0.000258,0.9813,0,2170
12701,1.3056,0.0000,0.000000,0.000257,0.9806,0,2178
12751,1.3275,0.0000,0.000000,0.000257,0.9807,0,2187
12801,1.3529,0.0000,0.000000,0.000257,0.9812,0,2196
12851,1.3275,0.0000,0.000000,0.000256,0.9799,0,2204
12901,1.3273,0.0000,0.000000,0.000256,0.9796,0,2213
12951,1.3688,0.0000,0.000000,0.000256,0.9787,0,2221
13001,1.3413,0.0000,0.000000,0.000255,0.9812,0,2230
13051,1.2129,0.0000,0.000000,0.000255,0.9827,0,2238
13101,1.2779,0.0000,0.000000,0.000255,0.9822,0,2247
13151,1.3469,0.0000,0.000000,0.000254,0.9791,0,2256
13201,1.2935,0.0000,0.000000,0.000254,0.9811,0,2264
13251,1.3480,0.0000,0.000000,0.000254,0.9816,0,2273
13301,1.3179,0.0000,0.000000,0.000253,0.9807,0,2281
13351,1.3771,0.0000,0.000000,0.000253,0.9797,0,2290
13401,1.2263,0.0000,0.000000,0.000252,0.9812,0,2298
13451,1.3138,0.0000,0.000000,0.000252,0.9787,0,2307
13501,1.3442,0.0000,0.000000,0.000252,0.9827,0,2316
13551,1.2710,0.0000,0.000000,0.000251,0.9825,0,2324
13601,1.2371,0.0000,0.000000,0.000251,0.9825,0,2333
13651,1.2157,0.0000,0.000000,0.000251,0.9809,0,2341
13701,1.3144,0.0000,0.000000,0.000250,0.9797,0,2350
13751,1.3448,0.0000,0.000000,0.000250,0.9801,0,2358
13801,1.2767,0.0000,0.000000,0.000250,0.9819,0,2367
13851,1.3186,0.0000,0.000000,0.000249,0.9798,0,2376
13901,1.3475,0.0000,0.000000,0.000249,0.9810,0,2384
13951,1.2886,0.0000,0.000000,0.000249,0.9804,0,2393
14001,1.2925,0.0000,0.000000,0.000248,0.9794,0,2401
14051,1.2761,0.0000,0.000000,0.000248,0.9785,0,2410
14101,1.2835,0.0000,0.000000,0.000248,0.9808,0,2418
14151,1.3251,0.0000,0.000000,0.000247,0.9792,0,2427
14201,1.3084,0.0000,0.000000,0.000247,0.9814,0,2436
14251,1.2855,0.0000,0.000000,0.000246,0.9808,0,2444
14301,1.2913,0.0000,0.000000,0.000246,0.9817,0,2453
14351,1.2965,0.0000,0.000000,0.000246,0.9825,0,2461
14401,1.2678,0.0000,0.000000,0.000245,0.9827,0,2470
14451,1.2882,0.0000,0.000000,0.000245,0.9806,0,2478
14501,1.2547,0.0000,0.000000,0.000245,0.9836,0,2487
14551,1.2716,0.0000,0.000000,0.000244,0.9802,0,2496
14601,1.2270,0.0000,0.000000,0.000244,0.9813,0,2504
14651,1.2895,0.0000,0.000000,0.000243,0.9800,0,2513
14701,1.1902,0.0000,0.000000,0.000243,0.9828,0,2521
14751,1.2985,0.0000,0.000000,0.000243,0.9817,0,2530
14801,1.2768,0.0000,0.000000,0.000242,0.9811,0,2538
14851,1.2427,0.0000,0.000000,0.000242,0.9825,0,2547
14901,1.2408,0.0000,0.000000,0.000242,0.9813,0,2556
14951,1.2507,0.0000,0.000000,0.000241,0.9811,0,2564
15001,1.2676,0.0000,0.000000,0.000241,0.9820,0,2573
15051,1.2356,0.0000,0.000000,0.000240,0.9815,0,2581
15101,1.2505,0.0000,0.000000,0.000240,0.9803,0,2590
15151,1.2934,0.0000,0.000000,0.000240,0.9813,0,2599
15201,1.2892,0.0000,0.000000,0.000239,0.9822,0,2607
15251,1.2605,0.0000,0.000000,0.000239,0.9827,0,2616
15301,1.2639,0.0000,0.000000,0.000239,0.9815,0,2624
15351,1.2863,0.0000,0.000000,0.000238,0.9810,0,2633
15401,1.2190,0.0000,0.000000,0.000238,0.9821,0,2641
15451,1.2359,0.0000,0.000000,0.000237,0.9821,0,2650
15501,1.2336,0.0000,0.000000,0.000237,0.9829,0,2659
15551,1.2449,0.0000,0.000000,0.000237,0.9814,0,2667
15601,1.2549,0.0000,0.000000,0.000236,0.9815,0,2676
15651,1.1785,0.0000,0.000000,0.000236,0.9828,0,2684
15701,1.2078,0.0000,0.000000,0.000235,0.9821,0,2693
15751,1.2332,0.0000,0.000000,0.000235,0.9815,0,2701
15801,1.2212,0.0000,0.000000,0.000235,0.9816,0,2710
15851,1.2709,0.0000,0.000000,0.000234,0.9806,0,2719
15901,1.2108,0.0000,0.000000,0.000234,0.9827,0,2727
15951,1.2273,0.0000,0.000000,0.000233,0.9830,0,2736
16001,1.2113,0.0000,0.000000,0.000233,0.9826,0,2744
16051,1.2266,0.0000,0.000000,0.000233,0.9821,0,2753
16101,1.2130,0.0000,0.000000,0.000232,0.9816,0,2761
16151,1.2822,0.0000,0.000000,0.000232,0.9817,0,2770
16201,1.1673,0.0000,0.000000,0.000231,0.9823,0,2779
16251,1.2476,0.0000,0.000000,0.000231,0.9835,0,2787
16301,1.2380,0.0000,0.000000,0.000231,0.9832,0,2796
16351,1.1756,0.0000,0.000000,0.000230,0.9834,0,2804
16401,1.2133,0.0000,0.000000,0.000230,0.9827,0,2813
16451,1.1870,0.0000,0.000000,0.000229,0.9811,0,2821
16501,1.2004,0.0000,0.000000,0.000229,0.9845,0,2830
16551,1.1987,0.0000,0.000000,0.000229,0.9839,0,2839
16601,1.2068,0.0000,0.000000,0.000228,0.9826,0,2847
16651,1.1864,0.0000,0.000000,0.000228,0.9833,0,2856
16701,1.2263,0.0000,0.000000,0.000227,0.9818,0,2864
16751,1.1597,0.0000,0.000000,0.000227,0.9826,0,2873
16801,1.1777,0.0000,0.000000,0.000227,0.9834,0,2881
16851,1.2426,0.0000,0.000000,0.000226,0.9810,0,2890
16901,1.2008,0.0000,0.000000,0.000226,0.9829,0,2899
16951,1.2610,0.0000,0.000000,0.000225,0.9813,0,2907
17001,1.1856,0.0000,0.000000,0.000225,0.9824,0,2916
17051,1.1971,0.0000,0.000000,0.000225,0.9812,0,2924
17101,1.2359,0.0000,0.000000,0.000224,0.9818,0,2933
17151,1.2458,0.0000,0.000000,0.000224,0.9803,0,2941
17201,1.1909,0.0000,0.000000,0.000223,0.9808,0,2950
17251,1.1470,0.0000,0.000000,0.000223,0.9836,0,2959
17301,1.1724,0.0000,0.000000,0.000223,0.9833,0,2967
17351,1.1420,0.0000,0.000000,0.000222,0.9834,0,2976
17401,1.2161,0.0000,0.000000,0.000222,0.9821,0,2984
17451,1.2353,0.0000,0.000000,0.000221,0.9842,0,2993
17501,1.2079,0.0000,0.000000,0.000221,0.9815,0,3001
17551,1.1669,0.0000,0.000000,0.000220,0.9810,0,3010
17601,1.1451,0.0000,0.000000,0.000220,0.9819,0,3019
17651,1.1717,0.0000,0.000000,0.000220,0.9820,0,3027
17701,1.2064,0.0000,0.000000,0.000219,0.9821,0,3036
17751,1.1839,0.0000,0.000000,0.000219,0.9806,0,3044
17801,1.1388,0.0000,0.000000,0.000218,0.9845,0,3053
17851,1.2189,0.0000,0.000000,0.000218,0.9829,0,3061
17901,1.1547,0.0000,0.000000,0.000217,0.9827,0,3070
17951,1.1804,0.0000,0.000000,0.000217,0.9820,0,3079
18001,1.1310,0.0000,0.000000,0.000217,0.9810,0,3087
18051,1.1510,0.0000,0.000000,0.000216,0.9838,0,3096
18101,1.1999,0.0000,0.000000,0.000216,0.9808,0,3104
18151,1.1875,0.0000,0.000000,0.000215,0.9831,0,3113
18201,1.2392,0.0000,0.000000,0.000215,0.9833,0,3121
18251,1.1166,0.0000,0.000000,0.000214,0.9842,0,3130
18301,1.0770,0.0000,0.000000,0.000214,0.9848,0,3139
18351,1.1878,0.0000,0.000000,0.000214,0.9827,0,3147
18401,1.1853,0.0000,0.000000,0.000213,0.9816,0,3156
18451,1.1680,0.0000,0.000000,0.000213,0.9821,0,3164
18501,1.1543,0.0000,0.000000,0.000212,0.9825,0,3173
18551,1.1821,0.0000,0.000000,0.000212,0.9832,0,3181
18601,1.1683,0.0000,0.000000,0.000211,0.9839,0,3190
18651,1.1389,0.0000,0.000000,0.000211,0.9838,0,3199
18701,1.1459,0.0000,0.000000,0.000211,0.9832,0,3207
18751,1.0993,0.0000,0.000000,0.000210,0.9827,0,3216
18801,1.1418,0.0000,0.000000,0.000210,0.9833,0,3224
18851,1.1269,0.0000,0.000000,0.000209,0.9841,0,3233
18901,1.1605,0.0000,0.000000,0.000209,0.9826,0,3241
18951,1.1686,0.0000,0.000000,0.000208,0.9834,0,3250
19001,1.1700,0.0000,0.000000,0.000208,0.9839,0,3259
19051,1.1651,0.0000,0.000000,0.000208,0.9838,0,3267
19101,1.1187,0.0000,0.000000,0.000207,0.9832,0,3276
19151,1.1635,0.0000,0.000000,0.000207,0.9826,0,3284
19201,1.1462,0.0000,0.000000,0.000206,0.9833,0,3293
19251,1.1200,0.0000,0.000000,0.000206,0.9829,0,3301
19301,1.1512,0.0000,0.000000,0.000205,0.9849,0,3310
19351,1.1100,0.0000,0.000000,0.000205,0.9831,0,3319
19401,1.0940,0.0000,0.000000,0.000204,0.9825,0,3327
19451,1.1329,0.0000,0.000000,0.000204,0.9847,0,3336
19501,1.1206,0.0000,0.000000,0.000204,0.9833,0,3344
19551,1.1661,0.0000,0.000000,0.000203,0.9830,0,3353
19601,1.1218,0.0000,0.000000,0.000203,0.9834,0,3361
19651,1.1480,0.0000,0.000000,0.000202,0.9832,0,3370
19701,1.2361,0.0000,0.000000,0.000202,0.9824,0,3379
19751,1.1296,0.0000,0.000000,0.000201,0.9826,0,3387
19801,1.1194,0.0000,0.000000,0.000201,0.9823,0,3396
19851,1.1036,0.0000,0.000000,0.000200,0.9834,0,3404
19901,1.1215,0.0000,0.000000,0.000200,0.9854,0,3413
19951,1.0557,0.0000,0.000000,0.000200,0.9849,0,3421
20001,1.1194,0.0000,0.000000,0.000199,0.9832,0,3430
20051,1.1139,0.0000,0.000000,0.000199,0.9834,0,3439
20101,1.0824,0.0000,0.000000,0.000198,0.9846,0,3447
20151,1.1555,0.0000,0.000000,0.000198,0.9833,0,3456
20201,1.1481,0.0000,0.000000,0.000197,0.9828,0,3464
20251,1.1123,0.0000,0.000000,0.000197,0.9845,0,3473
20301,1.1450,0.0000,0.000000,0.000196,0.9819,0,3481
20351,1.1129,0.0000,0.000000,0.000196,0.9833,0,3490
20401,1.0813,0.0000,0.000000,0.000195,0.9847,0,3499
20451,1.0966,0.0000,0.000000,0.000195,0.9845,0,3507
20501,1.1130,0.0000,0.000000,0.000195,0.9842,0,3516
20551,1.1266,0.0000,0.000000,0.000194,0.9840,0,3524
20601,1.1086,0.0000,0.000000,0.000194,0.9853,0,3533
20651,1.0900,0.0000,0.000000,0.000193,0.9824,0,3541
20701,1.1323,0.0000,0.000000,0.000193,0.9830,0,3550
20751,1.0910,0.0000,0.000000,0.000192,0.9836,0,3559
20801,1.1167,0.0000,0.000000,0.000192,0.9855,0,3567
20851,1.0963,0.0000,0.000000,0.000191,0.9826,0,3576
20901,1.1547,0.0000,0.000000,0.000191,0.9839,0,3584
20951,1.1223,0.0000,0.000000,0.000190,0.9834,0,3593
21001,1.0823,0.0000,0.000000,0.000190,0.9846,0,3601
21051,1.1058,0.0000,0.000000,0.000190,0.9843,0,3610
21101,1.0401,0.0000,0.000000,0.000189,0.9850,0,3619
21151,1.0841,0.0000,0.000000,0.000189,0.9829,0,3627
21201,1.1268,0.0000,0.000000,0.000188,0.9826,0,3636
