step,lang_loss,tri_loss,lr,entropy,dead_bits,elapsed_s
25001,0.9808,0.0000,0.000152,0.9842,0,4286
25051,1.0519,0.0000,0.000152,0.9830,0,4294
25101,1.0499,0.0000,0.000151,0.9834,0,4303
25151,0.9923,0.0000,0.000151,0.9829,0,4311
25201,1.0062,0.0000,0.000150,0.9813,0,4320
25251,1.0163,0.0000,0.000150,0.9838,0,4328
25301,1.0237,0.0000,0.000150,0.9814,0,4337
25351,1.0265,0.0000,0.000149,0.9821,0,4346
25401,1.0065,0.0000,0.000149,0.9828,0,4354
25451,1.0253,0.0000,0.000148,0.9820,0,4363
25501,1.0136,0.0000,0.000148,0.9819,0,4371
25551,1.0075,0.0000,0.000147,0.9832,0,4380
25601,1.0395,0.0000,0.000147,0.9814,0,4388
25651,1.0247,0.0000,0.000146,0.9838,0,4397
25701,0.9881,0.0000,0.000146,0.9828,0,4406
25751,1.0305,0.0000,0.000145,0.9829,0,4414
25801,1.0225,0.0000,0.000145,0.9834,0,4423
25851,0.9817,0.0000,0.000144,0.9833,0,4431
25901,1.0628,0.0000,0.000144,0.9827,0,4440
25951,1.0247,0.0000,0.000143,0.9820,0,4448
26001,0.9880,0.0000,0.000143,0.9847,0,4457
26051,1.0446,0.0000,0.000142,0.9830,0,4466
26101,0.9660,0.0000,0.000142,0.9822,0,4474
26151,0.9791,0.0000,0.000141,0.9814,0,4483
26201,0.9681,0.0000,0.000141,0.9824,0,4491
26251,0.9678,0.0000,0.000140,0.9833,0,4500
26301,1.0261,0.0000,0.000140,0.9826,0,4508
26351,1.0417,0.0000,0.000140,0.9799,0,4517
26401,1.0454,0.0000,0.000139,0.9825,0,4526
26451,1.0588,0.0000,0.000139,0.9851,0,4534
26501,0.9999,0.0000,0.000138,0.9815,0,4543
26551,0.9776,0.0000,0.000138,0.9827,0,4551
26601,0.9569,0.0000,0.000137,0.9814,0,4560
26651,0.9730,0.0000,0.000137,0.9829,0,4568
26701,0.9841,0.0000,0.000136,0.9832,0,4577
26751,0.9493,0.0000,0.000136,0.9832,0,4586
26801,0.9418,0.0000,0.000135,0.9824,0,4594
26851,0.9698,0.0000,0.000135,0.9812,0,4603
26901,1.0015,0.0000,0.000134,0.9831,0,4611
26951,0.9662,0.0000,0.000134,0.9827,0,4620
27001,0.9990,0.0000,0.000133,0.9817,0,4628
27051,1.0330,0.0000,0.000133,0.9830,0,4637
27101,0.9939,0.0000,0.000132,0.9829,0,4646
27151,0.9373,0.0000,0.000132,0.9842,0,4654
27201,1.0033,0.0000,0.000131,0.9850,0,4663
27251,0.9829,0.0000,0.000131,0.9837,0,4671
27301,0.9712,0.0000,0.000131,0.9846,0,4680
27351,0.9854,0.0000,0.000130,0.9845,0,4688
27401,0.9577,0.0000,0.000130,0.9837,0,4697
27451,0.9688,0.0000,0.000129,0.9831,0,4706
27501,0.9230,0.0000,0.000129,0.9832,0,4714
27551,0.9830,0.0000,0.000128,0.9841,0,4723
27601,0.9534,0.0000,0.000128,0.9854,0,4731
27651,0.9962,0.0000,0.000127,0.9820,0,4740
27701,1.0042,0.0000,0.000127,0.9833,0,4748
27751,0.9769,0.0000,0.000126,0.9831,0,4757
27801,0.9743,0.0000,0.000126,0.9832,0,4766
27851,0.9505,0.0000,0.000125,0.9844,0,4774
27901,0.9659,0.0000,0.000125,0.9844,0,4783
27951,0.9835,0.0000,0.000124,0.9823,0,4791
28001,0.9945,0.0000,0.000124,0.9827,0,4800
28051,0.9722,0.0000,0.000123,0.9834,0,4808
28101,0.9221,0.0000,0.000123,0.9862,0,4817
28151,0.9267,0.0000,0.000123,0.9844,0,4826
28201,0.9538,0.0000,0.000122,0.9841,0,4834
28251,1.0282,0.0000,0.000122,0.9824,0,4843
28301,0.9568,0.0000,0.000121,0.9839,0,4851
28351,0.9285,0.0000,0.000121,0.9838,0,4860
28401,0.9973,0.0000,0.000120,0.9830,0,4868
28451,0.9437,0.0000,0.000120,0.9841,0,4877
28501,0.9478,0.0000,0.000119,0.9835,0,4886
28551,0.9542,0.0000,0.000119,0.9826,0,4894
28601,0.9532,0.0000,0.000118,0.9828,0,4903
28651,0.9332,0.0000,0.000118,0.9841,0,4911
28701,0.9402,0.0000,0.000117,0.9837,0,4920
28751,0.9717,0.0000,0.000117,0.9833,0,4928
28801,0.9712,0.0000,0.000116,0.9839,0,4937
28851,0.9324,0.0000,0.000116,0.9834,0,4946
28901,0.9717,0.0000,0.000116,0.9828,0,4954
28951,0.9837,0.0000,0.000115,0.9841,0,4963
29001,0.9569,0.0000,0.000115,0.9851,0,4971
29051,0.9386,0.0000,0.000114,0.9836,0,4980
29101,0.9674,0.0000,0.000114,0.9860,0,4988
29151,1.0032,0.0000,0.000113,0.9842,0,4997
29201,0.9780,0.0000,0.000113,0.9842,0,5005
29251,0.9914,0.0000,0.000112,0.9835,0,5014
29301,0.9435,0.0000,0.000112,0.9848,0,5023
29351,0.9402,0.0000,0.000111,0.9842,0,5031
29401,0.9266,0.0000,0.000111,0.9844,0,5040
29451,0.9733,0.0000,0.000110,0.9835,0,5048
29501,0.8881,0.0000,0.000110,0.9848,0,5057
29551,0.9450,0.0000,0.000110,0.9840,0,5065
29601,0.9477,0.0000,0.000109,0.9841,0,5074
29651,0.9772,0.0000,0.000109,0.9829,0,5083
29701,0.9529,0.0000,0.000108,0.9844,0,5091
29751,0.9592,0.0000,0.000108,0.9843,0,5100
29801,0.9446,0.0000,0.000107,0.9835,0,5108
29851,0.9710,0.0000,0.000107,0.9837,0,5117
29901,0.9457,0.0000,0.000106,0.9853,0,5125
29951,0.9630,0.0000,0.000106,0.9845,0,5134
30001,0.9357,0.0000,0.000105,0.9836,0,5143
30051,0.9260,0.0000,0.000105,0.9844,0,5151
30101,0.9346,0.0000,0.000105,0.9843,0,5160
30151,0.9835,0.0000,0.000104,0.9827,0,5168
30201,0.9427,0.0000,0.000104,0.9831,0,5177
30251,0.9304,0.0000,0.000103,0.9834,0,5185
30301,0.9736,0.0000,0.000103,0.9833,0,5194
30351,0.9230,0.0000,0.000102,0.9853,0,5203
30401,0.9231,0.0000,0.000102,0.9852,0,5211
30451,0.9274,0.0000,0.000101,0.9843,0,5220
30501,0.9671,0.0000,0.000101,0.9828,0,5228
30551,0.9126,0.0000,0.000100,0.9837,0,5237
30601,0.9043,0.0000,0.000100,0.9855,0,5245
30651,0.9299,0.0000,0.000100,0.9836,0,5254
30701,0.9107,0.0000,0.000099,0.9850,0,5263
30751,0.9423,0.0000,0.000099,0.9848,0,5271
30801,0.9165,0.0000,0.000098,0.9839,0,5280
30851,0.8879,0.0000,0.000098,0.9848,0,5288
30901,0.9361,0.0000,0.000097,0.9850,0,5297
30951,0.9093,0.0000,0.000097,0.9845,0,5305
31001,0.8898,0.0000,0.000096,0.9838,0,5314
31051,0.9371,0.0000,0.000096,0.9842,0,5323
31101,0.8680,0.0000,0.000096,0.9839,0,5331
31151,0.9159,0.0000,0.000095,0.9833,0,5340
31201,0.9610,0.0000,0.000095,0.9852,0,5348
31251,0.9340,0.0000,0.000094,0.9834,0,5357
31301,0.9390,0.0000,0.000094,0.9832,0,5365
31351,0.9085,0.0000,0.000093,0.9843,0,5374
31401,0.8743,0.0000,0.000093,0.9852,0,5383
31451,0.9344,0.0000,0.000092,0.9839,0,5391
31501,0.9159,0.0000,0.000092,0.9845,0,5400
31551,0.8804,0.0000,0.000092,0.9852,0,5408
31601,0.8885,0.0000,0.000091,0.9847,0,5417
31651,0.9043,0.0000,0.000091,0.9845,0,5425
31701,0.9263,0.0000,0.000090,0.9837,0,5434
31751,0.9455,0.0000,0.000090,0.9850,0,5443
31801,0.9394,0.0000,0.000089,0.9848,0,5451
31851,0.8712,0.0000,0.000089,0.9851,0,5460
31901,0.9100,0.0000,0.000089,0.9833,0,5468
31951,0.8698,0.0000,0.000088,0.9849,0,5477
32001,0.8913,0.0000,0.000088,0.9852,0,5485
32051,0.9596,0.0000,0.000087,0.9826,0,5494
32101,0.9485,0.0000,0.000087,0.9854,0,5503
32151,0.9397,0.0000,0.000086,0.9829,0,5511
32201,0.9137,0.0000,0.000086,0.9853,0,5520
32251,0.8873,0.0000,0.000086,0.9853,0,5528
32301,0.9252,0.0000,0.000085,0.9855,0,5537
32351,0.9306,0.0000,0.000085,0.9858,0,5545
32401,0.8632,0.0000,0.000084,0.9849,0,5554
32451,0.9136,0.0000,0.000084,0.9856,0,5563
32501,0.9148,0.0000,0.000083,0.9849,0,5571
32551,0.8908,0.0000,0.000083,0.9842,0,5580
32601,0.9547,0.0000,0.000083,0.9853,0,5588
32651,0.9280,0.0000,0.000082,0.9844,0,5597
32701,0.8821,0.0000,0.000082,0.9832,0,5605
32751,0.8945,0.0000,0.000081,0.9853,0,5614
32801,0.8652,0.0000,0.000081,0.9856,0,5623
32851,0.9105,0.0000,0.000080,0.9855,0,5631
32901,0.8790,0.0000,0.000080,0.9858,0,5640
32951,0.8827,0.0000,0.000080,0.9846,0,5648
33001,0.8894,0.0000,0.000079,0.9844,0,5657
33051,0.8686,0.0000,0.000079,0.9859,0,5665
33101,0.8840,0.0000,0.000078,0.9861,0,5674
33151,0.8965,0.0000,0.000078,0.9850,0,5683
33201,0.8833,0.0000,0.000077,0.9846,0,5691
33251,0.8724,0.0000,0.000077,0.9854,0,5700
33301,0.8492,0.0000,0.000077,0.9862,0,5708
33351,0.8965,0.0000,0.000076,0.9845,0,5717
33401,0.8837,0.0000,0.000076,0.9845,0,5725
33451,0.9442,0.0000,0.000075,0.9841,0,5734
33501,0.9003,0.0000,0.000075,0.9853,0,5742
33551,0.8830,0.0000,0.000075,0.9851,0,5751
33601,0.8789,0.0000,0.000074,0.9863,0,5760
33651,0.8898,0.0000,0.000074,0.9832,0,5768
33701,0.9067,0.0000,0.000073,0.9842,0,5777
33751,0.8445,0.0000,0.000073,0.9857,0,5785
33801,0.8965,0.0000,0.000073,0.9862,0,5794
33851,0.8610,0.0000,0.000072,0.9862,0,5802
33901,0.8729,0.0000,0.000072,0.9853,0,5811
33951,0.8436,0.0000,0.000071,0.9850,0,5820
34001,0.8448,0.0000,0.000071,0.9859,0,5828
34051,0.8881,0.0000,0.000071,0.9846,0,5837
34101,0.8810,0.0000,0.000070,0.9839,0,5845
34151,0.8191,0.0000,0.000070,0.9851,0,5854
34201,0.9029,0.0000,0.000069,0.9838,0,5862
34251,0.9025,0.0000,0.000069,0.9849,0,5871
34301,0.9059,0.0000,0.000069,0.9846,0,5880
34351,0.8536,0.0000,0.000068,0.9866,0,5888
34401,0.9063,0.0000,0.000068,0.9853,0,5897
34451,0.8281,0.0000,0.000067,0.9872,0,5905
34501,0.8865,0.0000,0.000067,0.9852,0,5914
34551,0.8875,0.0000,0.000067,0.9855,0,5922
34601,0.9027,0.0000,0.000066,0.9853,0,5931
34651,0.8680,0.0000,0.000066,0.9857,0,5940
34701,0.8876,0.0000,0.000065,0.9841,0,5948
34751,0.9003,0.0000,0.000065,0.9836,0,5957
34801,0.8718,0.0000,0.000065,0.9862,0,5965
34851,0.8942,0.0000,0.000064,0.9850,0,5974
34901,0.8539,0.0000,0.000064,0.9863,0,5982
34951,0.8557,0.0000,0.000063,0.9855,0,5991
35001,0.8316,0.0000,0.000063,0.9859,0,6000
35051,0.8981,0.0000,0.000063,0.9855,0,6008
35101,0.8698,0.0000,0.000062,0.9852,0,6017
35151,0.8696,0.0000,0.000062,0.9851,0,6025
35201,0.9096,0.0000,0.000061,0.9845,0,6034
35251,0.8570,0.0000,0.000061,0.9847,0,6042
35301,0.8605,0.0000,0.000061,0.9852,0,6051
35351,0.8926,0.0000,0.000060,0.9854,0,6060
35401,0.8885,0.0000,0.000060,0.9844,0,6068
35451,0.8993,0.0000,0.000060,0.9860,0,6077
35501,0.8350,0.0000,0.000059,0.9850,0,6085
35551,0.8638,0.0000,0.000059,0.9845,0,6094
35601,0.8428,0.0000,0.000058,0.9865,0,6102
35651,0.8614,0.0000,0.000058,0.9855,0,6111
35701,0.8727,0.0000,0.000058,0.9853,0,6120
35751,0.8488,0.0000,0.000057,0.9863,0,6128
35801,0.8355,0.0000,0.000057,0.9875,0,6137
35851,0.8577,0.0000,0.000057,0.9860,0,6145
35901,0.8924,0.0000,0.000056,0.9858,0,6154
35951,0.8457,0.0000,0.000056,0.9852,0,6162
36001,0.8678,0.0000,0.000055,0.9850,0,6171
36051,0.8359,0.0000,0.000055,0.9856,0,6180
36101,0.8282,0.0000,0.000055,0.9860,0,6188
36151,0.8622,0.0000,0.000054,0.9854,0,6197
36201,0.8618,0.0000,0.000054,0.9857,0,6205
36251,0.8661,0.0000,0.000054,0.9849,0,6214
36301,0.8530,0.0000,0.000053,0.9854,0,6222
36351,0.8378,0.0000,0.000053,0.9856,0,6231
36401,0.8479,0.0000,0.000052,0.9862,0,6240
36451,0.8325,0.0000,0.000052,0.9848,0,6248
36501,0.8723,0.0000,0.000052,0.9854,0,6257
36551,0.9308,0.0000,0.000051,0.9865,0,6265
36601,0.8835,0.0000,0.000051,0.9854,0,6274
36651,0.8665,0.0000,0.000051,0.9853,0,6282
36701,0.8053,0.0000,0.000050,0.9868,0,6291
36751,0.8662,0.0000,0.000050,0.9867,0,6300
36801,0.8623,0.0000,0.000050,0.9849,0,6308
36851,0.8901,0.0000,0.000049,0.9859,0,6317
36901,0.8431,0.0000,0.000049,0.9855,0,6325
36951,0.8194,0.0000,0.000049,0.9853,0,6334
37001,0.8146,0.0000,0.000048,0.9861,0,6342
37051,0.8485,0.0000,0.000048,0.9854,0,6351
37101,0.8466,0.0000,0.000048,0.9865,0,6359
37151,0.8656,0.0000,0.000047,0.9867,0,6368
37201,0.8528,0.0000,0.000047,0.9860,0,6377
37251,0.8456,0.0000,0.000046,0.9857,0,6385
37301,0.8274,0.0000,0.000046,0.9854,0,6394
37351,0.8113,0.0000,0.000046,0.9865,0,6402
37401,0.8437,0.0000,0.000045,0.9860,0,6411
37451,0.8539,0.0000,0.000045,0.9868,0,6419
37501,0.8391,0.0000,0.000045,0.9854,0,6428
37551,0.8492,0.0000,0.000044,0.9868,0,6437
37601,0.8210,0.0000,0.000044,0.9854,0,6445
37651,0.8337,0.0000,0.000044,0.9841,0,6454
37701,0.8297,0.0000,0.000043,0.9847,0,6462
37751,0.8335,0.0000,0.000043,0.9873,0,6471
37801,0.8552,0.0000,0.000043,0.9867,0,6479
37851,0.8369,0.0000,0.000042,0.9855,0,6488
37901,0.8006,0.0000,0.000042,0.9864,0,6497
37951,0.8733,0.0000,0.000042,0.9853,0,6505
38001,0.8410,0.0000,0.000041,0.9861,0,6514
38051,0.8327,0.0000,0.000041,0.9862,0,6522
38101,0.8756,0.0000,0.000041,0.9843,0,6531
38151,0.8219,0.0000,0.000040,0.9872,0,6539
38201,0.8104,0.0000,0.000040,0.9857,0,6548
38251,0.8619,0.0000,0.000040,0.9849,0,6557
38301,0.8198,0.0000,0.000039,0.9860,0,6565
38351,0.8337,0.0000,0.000039,0.9859,0,6574
38401,0.8718,0.0000,0.000039,0.9852,0,6582
38451,0.8294,0.0000,0.000039,0.9861,0,6591
38501,0.8264,0.0000,0.000038,0.9855,0,6599
38551,0.8278,0.0000,0.000038,0.9848,0,6608
38601,0.8557,0.0000,0.000038,0.9851,0,6617
38651,0.8152,0.0000,0.000037,0.9856,0,6625
38701,0.8466,0.0000,0.000037,0.9858,0,6634
38751,0.8256,0.0000,0.000037,0.9847,0,6642
38801,0.8312,0.0000,0.000036,0.9857,0,6651
38851,0.8632,0.0000,0.000036,0.9858,0,6659
38901,0.8236,0.0000,0.000036,0.9866,0,6668
38951,0.8623,0.0000,0.000035,0.9851,0,6677
39001,0.8044,0.0000,0.000035,0.9865,0,6685
39051,0.8023,0.0000,0.000035,0.9863,0,6694
39101,0.8331,0.0000,0.000034,0.9861,0,6702
39151,0.8860,0.0000,0.000034,0.9853,0,6711
39201,0.8095,0.0000,0.000034,0.9859,0,6719
39251,0.8465,0.0000,0.000034,0.9847,0,6728
39301,0.8328,0.0000,0.000033,0.9853,0,6737
39351,0.8495,0.0000,0.000033,0.9865,0,6745
39401,0.8057,0.0000,0.000033,0.9851,0,6754
39451,0.8446,0.0000,0.000032,0.9863,0,6762
39501,0.8420,0.0000,0.000032,0.9853,0,6771
39551,0.8257,0.0000,0.000032,0.9868,0,6779
39601,0.8589,0.0000,0.000032,0.9859,0,6788
39651,0.8170,0.0000,0.000031,0.9848,0,6797
39701,0.8285,0.0000,0.000031,0.9863,0,6805
39751,0.8372,0.0000,0.000031,0.9860,0,6814
39801,0.8064,0.0000,0.000030,0.9860,0,6822
39851,0.8044,0.0000,0.000030,0.9869,0,6831
39901,0.8208,0.0000,0.000030,0.9873,0,6839
39951,0.8114,0.0000,0.000030,0.9865,0,6848
40001,0.8389,0.0000,0.000030,0.9848,0,6857
40051,0.8411,0.0000,0.000030,0.9864,0,6865
40101,0.8194,0.0000,0.000030,0.9867,0,6874
40151,0.7908,0.0000,0.000030,0.9861,0,6882
40201,0.8240,0.0000,0.000030,0.9856,0,6891
40251,0.7989,0.0000,0.000030,0.9864,0,6899
40301,0.8184,0.0000,0.000030,0.9863,0,6908
40351,0.8661,0.0000,0.000030,0.9864,0,6917
40401,0.8420,0.0000,0.000030,0.9868,0,6925
40451,0.8132,0.0000,0.000030,0.9860,0,6934
40501,0.8536,0.0000,0.000030,0.9872,0,6942
40551,0.8335,0.0000,0.000030,0.9858,0,6951
40601,0.7894,0.0000,0.000030,0.9871,0,6959
40651,0.8090,0.0000,0.000030,0.9876,0,6968
40701,0.7878,0.0000,0.000030,0.9866,0,6977
40751,0.8360,0.0000,0.000030,0.9868,0,6985
40801,0.8295,0.0000,0.000030,0.9866,0,6994
40851,0.8242,0.0000,0.000030,0.9868,0,7002
40901,0.8186,0.0000,0.000030,0.9863,0,7011
40951,0.8510,0.0000,0.000030,0.9858,0,7019
41001,0.8275,0.0000,0.000030,0.9872,0,7028
41051,0.8216,0.0000,0.000030,0.9867,0,7037
41101,0.8311,0.0000,0.000030,0.9855,0,7045
41151,0.8328,0.0000,0.000030,0.9864,0,7054
41201,0.8414,0.0000,0.000030,0.9864,0,7062
41251,0.8032,0.0000,0.000030,0.9851,0,7071
41301,0.8054,0.0000,0.000030,0.9862,0,7079
41351,0.8218,0.0000,0.000030,0.9868,0,7088
41401,0.8111,0.0000,0.000030,0.9866,0,7097
41451,0.7921,0.0000,0.000030,0.9863,0,7105
41501,0.7855,0.0000,0.000030,0.9867,0,7114
41551,0.8456,0.0000,0.000030,0.9865,0,7122
41601,0.8615,0.0000,0.000030,0.9868,0,7131
41651,0.8214,0.0000,0.000030,0.9863,0,7139
41701,0.8049,0.0000,0.000030,0.9870,0,7148
41751,0.8461,0.0000,0.000030,0.9864,0,7157
41801,0.8160,0.0000,0.000030,0.9862,0,7165
41851,0.8611,0.0000,0.000030,0.9857,0,7174
41901,0.8196,0.0000,0.000030,0.9860,0,7182
41951,0.8209,0.0000,0.000030,0.9866,0,7191
42001,0.8205,0.0000,0.000030,0.9868,0,7199
42051,0.8025,0.0000,0.000030,0.9867,0,7208
42101,0.8310,0.0000,0.000030,0.9875,0,7217
42151,0.8072,0.0000,0.000030,0.9861,0,7225
42201,0.8503,0.0000,0.000030,0.9878,0,7234
42251,0.8189,0.0000,0.000030,0.9880,0,7242
42301,0.8403,0.0000,0.000030,0.9859,0,7251
42351,0.7867,0.0000,0.000030,0.9860,0,7259
42401,0.8192,0.0000,0.000030,0.9864,0,7268
42451,0.8274,0.0000,0.000030,0.9847,0,7277
42501,0.8442,0.0000,0.000030,0.9859,0,7285
42551,0.8067,0.0000,0.000030,0.9869,0,7294
42601,0.8135,0.0000,0.000030,0.9867,0,7302
42651,0.8078,0.0000,0.000030,0.9871,0,7311
42701,0.7880,0.0000,0.000030,0.9861,0,7319
42751,0.8370,0.0000,0.000030,0.9862,0,7328
42801,0.8069,0.0000,0.000030,0.9864,0,7337
42851,0.8053,0.0000,0.000030,0.9865,0,7345
42901,0.8521,0.0000,0.000030,0.9852,0,7354
42951,0.8058,0.0000,0.000030,0.9869,0,7362
43001,0.8409,0.0000,0.000030,0.9866,0,7371
43051,0.8065,0.0000,0.000030,0.9860,0,7379
43101,0.7779,0.0000,0.000030,0.9867,0,7388
43151,0.8139,0.0000,0.000030,0.9864,0,7397
43201,0.7943,0.0000,0.000030,0.9867,0,7405
43251,0.7837,0.0000,0.000030,0.9870,0,7414
43301,0.8357,0.0000,0.000030,0.9862,0,7422
43351,0.7713,0.0000,0.000030,0.9865,0,7431
43401,0.8144,0.0000,0.000030,0.9867,0,7439
43451,0.8218,0.0000,0.000030,0.9858,0,7448
43501,0.8265,0.0000,0.000030,0.9868,0,7457
43551,0.8126,0.0000,0.000030,0.9860,0,7465
43601,0.8076,0.0000,0.000030,0.9863,0,7474
43651,0.8285,0.0000,0.000030,0.9860,0,7482
43701,0.7892,0.0000,0.000030,0.9869,0,7491
43751,0.8172,0.0000,0.000030,0.9862,0,7499
43801,0.8138,0.0000,0.000030,0.9870,0,7508
43851,0.7887,0.0000,0.000030,0.9866,0,7517
43901,0.7984,0.0000,0.000030,0.9869,0,7525
43951,0.8152,0.0000,0.000030,0.9860,0,7534
44001,0.8153,0.0000,0.000030,0.9861,0,7542
44051,0.7890,0.0000,0.000030,0.9862,0,7551
44101,0.8109,0.0000,0.000030,0.9873,0,7559
44151,0.8229,0.0000,0.000030,0.9865,0,7568
44201,0.7882,0.0000,0.000030,0.9867,0,7577
44251,0.8599,0.0000,0.000030,0.9861,0,7585
44301,0.8101,0.0000,0.000030,0.9858,0,7594
44351,0.8102,0.0000,0.000030,0.9855,0,7602
44401,0.8014,0.0000,0.000030,0.9865,0,7611
44451,0.7801,0.0000,0.000030,0.9865,0,7619
44501,0.8161,0.0000,0.000030,0.9872,0,7628
44551,0.8308,0.0000,0.000030,0.9858,0,7637
44601,0.8028,0.0000,0.000030,0.9862,0,7645
44651,0.8208,0.0000,0.000030,0.9867,0,7654
44701,0.8148,0.0000,0.000030,0.9865,0,7662
44751,0.7804,0.0000,0.000030,0.9867,0,7671
44801,0.8340,0.0000,0.000030,0.9864,0,7679
44851,0.8220,0.0000,0.000030,0.9858,0,7688
44901,0.8098,0.0000,0.000030,0.9866,0,7697
44951,0.7788,0.0000,0.000030,0.9871,0,7705
45001,0.7972,0.0000,0.000030,0.9870,0,7714
45051,0.8104,0.0000,0.000030,0.9875,0,7722
45101,0.8395,0.0000,0.000030,0.9865,0,7731
45151,0.7868,0.0000,0.000030,0.9870,0,7739
45201,0.7611,0.0000,0.000030,0.9873,0,7748
45251,0.8124,0.0000,0.000030,0.9862,0,7757
45301,0.8432,0.0000,0.000030,0.9866,0,7765
45351,0.8185,0.0000,0.000030,0.9868,0,7774
45401,0.8177,0.0000,0.000030,0.9859,0,7782
45451,0.8309,0.0000,0.000030,0.9864,0,7791
45501,0.8202,0.0000,0.000030,0.9865,0,7799
45551,0.8095,0.0000,0.000030,0.9870,0,7808
45601,0.7746,0.0000,0.000030,0.9862,0,7816
45651,0.7965,0.0000,0.000030,0.9850,0,7825
45701,0.8118,0.0000,0.000030,0.9860,0,7834
45751,0.8229,0.0000,0.000030,0.9866,0,7842
45801,0.8104,0.0000,0.000030,0.9864,0,7851
45851,0.8109,0.0000,0.000030,0.9873,0,7859
45901,0.8198,0.0000,0.000030,0.9861,0,7868
45951,0.7920,0.0000,0.000030,0.9856,0,7876
46001,0.7852,0.0000,0.000030,0.9857,0,7885
46051,0.7896,0.0000,0.000030,0.9875,0,7894
46101,0.8059,0.0000,0.000030,0.9871,0,7902
46151,0.8287,0.0000,0.000030,0.9860,0,7911
46201,0.8071,0.0000,0.000030,0.9855,0,7919
46251,0.7871,0.0000,0.000030,0.9864,0,7928
46301,0.7910,0.0000,0.000030,0.9866,0,7936
46351,0.8037,0.0000,0.000030,0.9861,0,7945
46401,0.7956,0.0000,0.000030,0.9876,0,7954
46451,0.7864,0.0000,0.000030,0.9860,0,7962
46501,0.8197,0.0000,0.000030,0.9866,0,7971
46551,0.7984,0.0000,0.000030,0.9852,0,7979
46601,0.7928,0.0000,0.000030,0.9862,0,7988
46651,0.8197,0.0000,0.000030,0.9866,0,7996
46701,0.8295,0.0000,0.000030,0.9863,0,8005
46751,0.7878,0.0000,0.000030,0.9870,0,8014
46801,0.7671,0.0000,0.000030,0.9863,0,8022
46851,0.7985,0.0000,0.000030,0.9872,0,8031
46901,0.7928,0.0000,0.000030,0.9868,0,8039
46951,0.7884,0.0000,0.000030,0.9850,0,8048
47001,0.7766,0.0000,0.000030,0.9875,0,8056
47051,0.8357,0.0000,0.000030,0.9863,0,8065
47101,0.7973,0.0000,0.000030,0.9878,0,8074
47151,0.7997,0.0000,0.000030,0.9863,0,8082
47201,0.7979,0.0000,0.000030,0.9862,0,8091
47251,0.8348,0.0000,0.000030,0.9858,0,8099
47301,0.7794,0.0000,0.000030,0.9857,0,8108
47351,0.8069,0.0000,0.000030,0.9849,0,8116
47401,0.7503,0.0000,0.000030,0.9865,0,8125
47451,0.7903,0.0000,0.000030,0.9872,0,8134
47501,0.7906,0.0000,0.000030,0.9858,0,8142
47551,0.8327,0.0000,0.000030,0.9863,0,8151
47601,0.8206,0.0000,0.000030,0.9865,0,8159
47651,0.7998,0.0000,0.000030,0.9866,0,8168
47701,0.8435,0.0000,0.000030,0.9870,0,8176
47751,0.7861,0.0000,0.000030,0.9856,0,8185
47801,0.8016,0.0000,0.000030,0.9859,0,8194
47851,0.8183,0.0000,0.000030,0.9852,0,8202
47901,0.8024,0.0000,0.000030,0.9861,0,8211
47951,0.8115,0.0000,0.000030,0.9860,0,8219
48001,0.8042,0.0000,0.000030,0.9873,0,8228
48051,0.7925,0.0000,0.000030,0.9861,0,8236
48101,0.7717,0.0000,0.000030,0.9867,0,8245
48151,0.8221,0.0000,0.000030,0.9866,0,8254
48201,0.7869,0.0000,0.000030,0.9872,0,8262
48251,0.7913,0.0000,0.000030,0.9871,0,8271
48301,0.7781,0.0000,0.000030,0.9864,0,8279
48351,0.8027,0.0000,0.000030,0.9867,0,8288
48401,0.7927,0.0000,0.000030,0.9854,0,8296
48451,0.8064,0.0000,0.000030,0.9868,0,8305
48501,0.7649,0.0000,0.000030,0.9871,0,8314
48551,0.7899,0.0000,0.000030,0.9867,0,8322
48601,0.7754,0.0000,0.000030,0.9872,0,8331
48651,0.8010,0.0000,0.000030,0.9869,0,8339
48701,0.7809,0.0000,0.000030,0.9864,0,8348
48751,0.8104,0.0000,0.000030,0.9861,0,8356
48801,0.7943,0.0000,0.000030,0.9860,0,8365
48851,0.8017,0.0000,0.000030,0.9868,0,8374
48901,0.8209,0.0000,0.000030,0.9856,0,8382
48951,0.7887,0.0000,0.000030,0.9860,0,8391
49001,0.7932,0.0000,0.000030,0.9866,0,8399
49051,0.7993,0.0000,0.000030,0.9867,0,8408
49101,0.8123,0.0000,0.000030,0.9865,0,8416
49151,0.7999,0.0000,0.000030,0.9865,0,8425
49201,0.7942,0.0000,0.000030,0.9854,0,8433
49251,0.7689,0.0000,0.000030,0.9857,0,8442
49301,0.8177,0.0000,0.000030,0.9851,0,8451
49351,0.8134,0.0000,0.000030,0.9862,0,8459
49401,0.8122,0.0000,0.000030,0.9858,0,8468
49451,0.7759,0.0000,0.000030,0.9866,0,8476
49501,0.7719,0.0000,0.000030,0.9860,0,8485
49551,0.7773,0.0000,0.000030,0.9864,0,8493
49601,0.8321,0.0000,0.000030,0.9863,0,8502
49651,0.8411,0.0000,0.000030,0.9859,0,8511
49701,0.8052,0.0000,0.000030,0.9866,0,8519
49751,0.7871,0.0000,0.000030,0.9879,0,8528
49801,0.7962,0.0000,0.000030,0.9871,0,8536
49851,0.8023,0.0000,0.000030,0.9862,0,8545
